filename	barcode(s)
unc.edu.3b72a173-8ce4-444e-aeeb-39be3f3eb558.1143328.rsem.genes.results	TCGA-E2-A10B-01A-11R-A10J-07
unc.edu.3b72a173-8ce4-444e-aeeb-39be3f3eb558.1143329.rsem.isoforms.results	TCGA-E2-A10B-01A-11R-A10J-07
unc.edu.3b72a173-8ce4-444e-aeeb-39be3f3eb558.1143387.rsem.genes.normalized_results	TCGA-E2-A10B-01A-11R-A10J-07
unc.edu.3b72a173-8ce4-444e-aeeb-39be3f3eb558.1143388.rsem.isoforms.normalized_results	TCGA-E2-A10B-01A-11R-A10J-07
unc.edu.3b72a173-8ce4-444e-aeeb-39be3f3eb558.1768059.bt.exon_quantification.txt	TCGA-E2-A10B-01A-11R-A10J-07
unc.edu.3bdcdadf-67da-4a50-b311-81196c0c8362.1160808.junction_quantification.txt	TCGA-B6-A0WW-01A-11R-A109-07
unc.edu.3bdcdadf-67da-4a50-b311-81196c0c8362.1162097.rsem.genes.results	TCGA-B6-A0WW-01A-11R-A109-07
unc.edu.3bdcdadf-67da-4a50-b311-81196c0c8362.1162098.rsem.isoforms.results	TCGA-B6-A0WW-01A-11R-A109-07
unc.edu.3bdcdadf-67da-4a50-b311-81196c0c8362.1162128.rsem.genes.normalized_results	TCGA-B6-A0WW-01A-11R-A109-07
unc.edu.3bdcdadf-67da-4a50-b311-81196c0c8362.1162129.rsem.isoforms.normalized_results	TCGA-B6-A0WW-01A-11R-A109-07
unc.edu.3bdcdadf-67da-4a50-b311-81196c0c8362.1764085.bt.exon_quantification.txt	TCGA-B6-A0WW-01A-11R-A109-07
unc.edu.3bfd1811-bd2a-439d-8dde-237abcf855af.1372299.junction_quantification.txt	TCGA-BH-A0BA-11A-22R-A19E-07
unc.edu.3bfd1811-bd2a-439d-8dde-237abcf855af.1375152.rsem.genes.results	TCGA-BH-A0BA-11A-22R-A19E-07
unc.edu.3bfd1811-bd2a-439d-8dde-237abcf855af.1375153.rsem.isoforms.results	TCGA-BH-A0BA-11A-22R-A19E-07
unc.edu.3bfd1811-bd2a-439d-8dde-237abcf855af.1375212.rsem.isoforms.normalized_results	TCGA-BH-A0BA-11A-22R-A19E-07
unc.edu.3bfd1811-bd2a-439d-8dde-237abcf855af.1375215.rsem.genes.normalized_results	TCGA-BH-A0BA-11A-22R-A19E-07
unc.edu.3bfd1811-bd2a-439d-8dde-237abcf855af.1753196.bt.exon_quantification.txt	TCGA-BH-A0BA-11A-22R-A19E-07
unc.edu.3d0d24de-c3b4-4396-bfb1-2c8c2788cf0c.1151838.junction_quantification.txt	TCGA-AR-A0TV-01A-21R-A084-07
unc.edu.3d0d24de-c3b4-4396-bfb1-2c8c2788cf0c.1154063.rsem.genes.results	TCGA-AR-A0TV-01A-21R-A084-07
unc.edu.3d0d24de-c3b4-4396-bfb1-2c8c2788cf0c.1154064.rsem.isoforms.results	TCGA-AR-A0TV-01A-21R-A084-07
unc.edu.3d0d24de-c3b4-4396-bfb1-2c8c2788cf0c.1154076.rsem.genes.normalized_results	TCGA-AR-A0TV-01A-21R-A084-07
unc.edu.3d0d24de-c3b4-4396-bfb1-2c8c2788cf0c.1154079.rsem.isoforms.normalized_results	TCGA-AR-A0TV-01A-21R-A084-07
unc.edu.3d0d24de-c3b4-4396-bfb1-2c8c2788cf0c.1770271.bt.exon_quantification.txt	TCGA-AR-A0TV-01A-21R-A084-07
unc.edu.3d3d2beb-8c6f-45d0-bde3-12a68dbd5317.1160251.junction_quantification.txt	TCGA-B6-A0X4-01A-11R-A109-07
unc.edu.3d3d2beb-8c6f-45d0-bde3-12a68dbd5317.1161953.rsem.genes.results	TCGA-B6-A0X4-01A-11R-A109-07
unc.edu.3d3d2beb-8c6f-45d0-bde3-12a68dbd5317.1161954.rsem.isoforms.results	TCGA-B6-A0X4-01A-11R-A109-07
unc.edu.3d3d2beb-8c6f-45d0-bde3-12a68dbd5317.1161985.rsem.genes.normalized_results	TCGA-B6-A0X4-01A-11R-A109-07
unc.edu.3d3d2beb-8c6f-45d0-bde3-12a68dbd5317.1161986.rsem.isoforms.normalized_results	TCGA-B6-A0X4-01A-11R-A109-07
unc.edu.3d3d2beb-8c6f-45d0-bde3-12a68dbd5317.1764093.bt.exon_quantification.txt	TCGA-B6-A0X4-01A-11R-A109-07
unc.edu.3e08280c-f748-43c7-928b-007b322917b2.1673957.junction_quantification.txt	TCGA-A8-A09M-01A-11R-A00Z-07
unc.edu.3e08280c-f748-43c7-928b-007b322917b2.1674720.rsem.genes.results	TCGA-A8-A09M-01A-11R-A00Z-07
unc.edu.3e08280c-f748-43c7-928b-007b322917b2.1674721.rsem.isoforms.results	TCGA-A8-A09M-01A-11R-A00Z-07
unc.edu.3e08280c-f748-43c7-928b-007b322917b2.1674734.rsem.genes.normalized_results	TCGA-A8-A09M-01A-11R-A00Z-07
unc.edu.3e08280c-f748-43c7-928b-007b322917b2.1674735.rsem.isoforms.normalized_results	TCGA-A8-A09M-01A-11R-A00Z-07
unc.edu.3e08280c-f748-43c7-928b-007b322917b2.1748771.bt.exon_quantification.txt	TCGA-A8-A09M-01A-11R-A00Z-07
unc.edu.3e57b40c-7079-4f05-bf37-f560304966c1.1131794.junction_quantification.txt	TCGA-AR-A0TS-01A-11R-A115-07
unc.edu.3e57b40c-7079-4f05-bf37-f560304966c1.1134075.rsem.genes.results	TCGA-AR-A0TS-01A-11R-A115-07
unc.edu.3e57b40c-7079-4f05-bf37-f560304966c1.1134076.rsem.isoforms.results	TCGA-AR-A0TS-01A-11R-A115-07
unc.edu.3e57b40c-7079-4f05-bf37-f560304966c1.1134098.rsem.isoforms.normalized_results	TCGA-AR-A0TS-01A-11R-A115-07
unc.edu.3e57b40c-7079-4f05-bf37-f560304966c1.1134101.rsem.genes.normalized_results	TCGA-AR-A0TS-01A-11R-A115-07
unc.edu.3e57b40c-7079-4f05-bf37-f560304966c1.1767224.bt.exon_quantification.txt	TCGA-AR-A0TS-01A-11R-A115-07
unc.edu.3e853cb1-4747-4f98-be64-d5de7fba801e.1110991.junction_quantification.txt	TCGA-A8-A08I-01A-11R-A00Z-07
unc.edu.3e853cb1-4747-4f98-be64-d5de7fba801e.1115852.rsem.genes.results	TCGA-A8-A08I-01A-11R-A00Z-07
unc.edu.3e853cb1-4747-4f98-be64-d5de7fba801e.1115853.rsem.isoforms.results	TCGA-A8-A08I-01A-11R-A00Z-07
unc.edu.3e853cb1-4747-4f98-be64-d5de7fba801e.1115901.rsem.genes.normalized_results	TCGA-A8-A08I-01A-11R-A00Z-07
unc.edu.3e853cb1-4747-4f98-be64-d5de7fba801e.1115902.rsem.isoforms.normalized_results	TCGA-A8-A08I-01A-11R-A00Z-07
unc.edu.3e853cb1-4747-4f98-be64-d5de7fba801e.1762737.bt.exon_quantification.txt	TCGA-A8-A08I-01A-11R-A00Z-07
unc.edu.3ea70053-af2a-4fec-9416-d18b6156f516.1126279.junction_quantification.txt	TCGA-E2-A14Y-01A-21R-A12D-07
unc.edu.3ea70053-af2a-4fec-9416-d18b6156f516.1128749.rsem.genes.results	TCGA-E2-A14Y-01A-21R-A12D-07
unc.edu.3ea70053-af2a-4fec-9416-d18b6156f516.1128750.rsem.isoforms.results	TCGA-E2-A14Y-01A-21R-A12D-07
unc.edu.3ea70053-af2a-4fec-9416-d18b6156f516.1130280.rsem.isoforms.normalized_results	TCGA-E2-A14Y-01A-21R-A12D-07
unc.edu.3ea70053-af2a-4fec-9416-d18b6156f516.1130290.rsem.genes.normalized_results	TCGA-E2-A14Y-01A-21R-A12D-07
unc.edu.3ea70053-af2a-4fec-9416-d18b6156f516.1766393.bt.exon_quantification.txt	TCGA-E2-A14Y-01A-21R-A12D-07
unc.edu.3f3bdfbb-3490-42e4-9511-9df4b8a126a3.1167094.junction_quantification.txt	TCGA-A7-A0DB-11A-33R-A089-07
unc.edu.3f3bdfbb-3490-42e4-9511-9df4b8a126a3.1174066.rsem.genes.results	TCGA-A7-A0DB-11A-33R-A089-07
unc.edu.3f3bdfbb-3490-42e4-9511-9df4b8a126a3.1174069.rsem.isoforms.results	TCGA-A7-A0DB-11A-33R-A089-07
unc.edu.3f3bdfbb-3490-42e4-9511-9df4b8a126a3.1174230.rsem.genes.normalized_results	TCGA-A7-A0DB-11A-33R-A089-07
unc.edu.3f3bdfbb-3490-42e4-9511-9df4b8a126a3.1174233.rsem.isoforms.normalized_results	TCGA-A7-A0DB-11A-33R-A089-07
unc.edu.3f3bdfbb-3490-42e4-9511-9df4b8a126a3.1764473.bt.exon_quantification.txt	TCGA-A7-A0DB-11A-33R-A089-07
unc.edu.3f4c6d17-a971-4ba0-83ad-3addc24f1298.1132144.junction_quantification.txt	TCGA-AO-A12A-01A-21R-A115-07
unc.edu.3f4c6d17-a971-4ba0-83ad-3addc24f1298.1135113.rsem.genes.results	TCGA-AO-A12A-01A-21R-A115-07
unc.edu.3f4c6d17-a971-4ba0-83ad-3addc24f1298.1135114.rsem.isoforms.results	TCGA-AO-A12A-01A-21R-A115-07
unc.edu.3f4c6d17-a971-4ba0-83ad-3addc24f1298.1136729.rsem.genes.normalized_results	TCGA-AO-A12A-01A-21R-A115-07
unc.edu.3f4c6d17-a971-4ba0-83ad-3addc24f1298.1136736.rsem.isoforms.normalized_results	TCGA-AO-A12A-01A-21R-A115-07
unc.edu.3f4c6d17-a971-4ba0-83ad-3addc24f1298.1767245.bt.exon_quantification.txt	TCGA-AO-A12A-01A-21R-A115-07
unc.edu.4018d26c-0ce0-4c5a-9ce4-200bb4273349.1137712.junction_quantification.txt	TCGA-C8-A12Z-01A-11R-A115-07
unc.edu.4018d26c-0ce0-4c5a-9ce4-200bb4273349.1140649.rsem.genes.results	TCGA-C8-A12Z-01A-11R-A115-07
unc.edu.4018d26c-0ce0-4c5a-9ce4-200bb4273349.1140650.rsem.isoforms.results	TCGA-C8-A12Z-01A-11R-A115-07
unc.edu.4018d26c-0ce0-4c5a-9ce4-200bb4273349.1141387.rsem.isoforms.normalized_results	TCGA-C8-A12Z-01A-11R-A115-07
unc.edu.4018d26c-0ce0-4c5a-9ce4-200bb4273349.1141391.rsem.genes.normalized_results	TCGA-C8-A12Z-01A-11R-A115-07
unc.edu.4018d26c-0ce0-4c5a-9ce4-200bb4273349.1767663.bt.exon_quantification.txt	TCGA-C8-A12Z-01A-11R-A115-07
unc.edu.4096c8a6-5ead-4410-8da1-a20b0f37cce8.1137038.junction_quantification.txt	TCGA-BH-A0BQ-11A-33R-A115-07
unc.edu.4096c8a6-5ead-4410-8da1-a20b0f37cce8.1140654.rsem.genes.results	TCGA-BH-A0BQ-11A-33R-A115-07
unc.edu.4096c8a6-5ead-4410-8da1-a20b0f37cce8.1140655.rsem.isoforms.results	TCGA-BH-A0BQ-11A-33R-A115-07
unc.edu.4096c8a6-5ead-4410-8da1-a20b0f37cce8.1141379.rsem.genes.normalized_results	TCGA-BH-A0BQ-11A-33R-A115-07
unc.edu.4096c8a6-5ead-4410-8da1-a20b0f37cce8.1141390.rsem.isoforms.normalized_results	TCGA-BH-A0BQ-11A-33R-A115-07
unc.edu.4096c8a6-5ead-4410-8da1-a20b0f37cce8.1767616.bt.exon_quantification.txt	TCGA-BH-A0BQ-11A-33R-A115-07
unc.edu.40c2be3f-f14a-4ab2-845a-2c1c174a4be7.1139902.junction_quantification.txt	TCGA-A2-A0YC-01A-11R-A109-07
unc.edu.40c2be3f-f14a-4ab2-845a-2c1c174a4be7.1144407.rsem.genes.results	TCGA-A2-A0YC-01A-11R-A109-07
unc.edu.40c2be3f-f14a-4ab2-845a-2c1c174a4be7.1144408.rsem.isoforms.results	TCGA-A2-A0YC-01A-11R-A109-07
unc.edu.40c2be3f-f14a-4ab2-845a-2c1c174a4be7.1144973.rsem.genes.normalized_results	TCGA-A2-A0YC-01A-11R-A109-07
unc.edu.40c2be3f-f14a-4ab2-845a-2c1c174a4be7.1144980.rsem.isoforms.normalized_results	TCGA-A2-A0YC-01A-11R-A109-07
unc.edu.40c2be3f-f14a-4ab2-845a-2c1c174a4be7.1768111.bt.exon_quantification.txt	TCGA-A2-A0YC-01A-11R-A109-07
unc.edu.429b50eb-316f-459c-bc3a-0aca6e6dba46.1127255.junction_quantification.txt	TCGA-BH-A18V-01A-11R-A12D-07
unc.edu.429b50eb-316f-459c-bc3a-0aca6e6dba46.1131291.rsem.genes.results	TCGA-BH-A18V-01A-11R-A12D-07
unc.edu.429b50eb-316f-459c-bc3a-0aca6e6dba46.1131292.rsem.isoforms.results	TCGA-BH-A18V-01A-11R-A12D-07
unc.edu.429b50eb-316f-459c-bc3a-0aca6e6dba46.1131386.rsem.isoforms.normalized_results	TCGA-BH-A18V-01A-11R-A12D-07
unc.edu.429b50eb-316f-459c-bc3a-0aca6e6dba46.1131392.rsem.genes.normalized_results	TCGA-BH-A18V-01A-11R-A12D-07
unc.edu.429b50eb-316f-459c-bc3a-0aca6e6dba46.1766479.bt.exon_quantification.txt	TCGA-BH-A18V-01A-11R-A12D-07
unc.edu.42b99ee7-a1ae-4383-b343-adf468cb8b51.1110189.junction_quantification.txt	TCGA-A8-A06Z-01A-11R-A00Z-07
unc.edu.42b99ee7-a1ae-4383-b343-adf468cb8b51.1114170.rsem.genes.results	TCGA-A8-A06Z-01A-11R-A00Z-07
unc.edu.42b99ee7-a1ae-4383-b343-adf468cb8b51.1114171.rsem.isoforms.results	TCGA-A8-A06Z-01A-11R-A00Z-07
unc.edu.42b99ee7-a1ae-4383-b343-adf468cb8b51.1114194.rsem.genes.normalized_results	TCGA-A8-A06Z-01A-11R-A00Z-07
unc.edu.42b99ee7-a1ae-4383-b343-adf468cb8b51.1114195.rsem.isoforms.normalized_results	TCGA-A8-A06Z-01A-11R-A00Z-07
unc.edu.42b99ee7-a1ae-4383-b343-adf468cb8b51.1762915.bt.exon_quantification.txt	TCGA-A8-A06Z-01A-11R-A00Z-07
unc.edu.42ba8e87-8d37-4cbd-82f0-bca0cbe5dcd3.1338494.junction_quantification.txt	TCGA-E2-A15E-01A-11R-A12D-07
unc.edu.42ba8e87-8d37-4cbd-82f0-bca0cbe5dcd3.1343195.rsem.genes.results	TCGA-E2-A15E-01A-11R-A12D-07
unc.edu.42ba8e87-8d37-4cbd-82f0-bca0cbe5dcd3.1343197.rsem.isoforms.results	TCGA-E2-A15E-01A-11R-A12D-07
unc.edu.42ba8e87-8d37-4cbd-82f0-bca0cbe5dcd3.1343269.rsem.genes.normalized_results	TCGA-E2-A15E-01A-11R-A12D-07
unc.edu.42ba8e87-8d37-4cbd-82f0-bca0cbe5dcd3.1343274.rsem.isoforms.normalized_results	TCGA-E2-A15E-01A-11R-A12D-07
unc.edu.42ba8e87-8d37-4cbd-82f0-bca0cbe5dcd3.1766454.bt.exon_quantification.txt	TCGA-E2-A15E-01A-11R-A12D-07
unc.edu.4317b197-dc43-44f2-8854-557832570098.1166872.junction_quantification.txt	TCGA-BH-A0BJ-11A-23R-A089-07
unc.edu.4317b197-dc43-44f2-8854-557832570098.1169827.rsem.genes.results	TCGA-BH-A0BJ-11A-23R-A089-07
unc.edu.4317b197-dc43-44f2-8854-557832570098.1169828.rsem.isoforms.results	TCGA-BH-A0BJ-11A-23R-A089-07
unc.edu.4317b197-dc43-44f2-8854-557832570098.1169980.rsem.genes.normalized_results	TCGA-BH-A0BJ-11A-23R-A089-07
unc.edu.4317b197-dc43-44f2-8854-557832570098.1169992.rsem.isoforms.normalized_results	TCGA-BH-A0BJ-11A-23R-A089-07
unc.edu.4317b197-dc43-44f2-8854-557832570098.1764474.bt.exon_quantification.txt	TCGA-BH-A0BJ-11A-23R-A089-07
unc.edu.43326f71-c61c-410b-af4b-c71a054e27c9.1127695.junction_quantification.txt	TCGA-E2-A158-01A-11R-A12D-07
unc.edu.43326f71-c61c-410b-af4b-c71a054e27c9.1130251.rsem.genes.results	TCGA-E2-A158-01A-11R-A12D-07
unc.edu.43326f71-c61c-410b-af4b-c71a054e27c9.1130252.rsem.isoforms.results	TCGA-E2-A158-01A-11R-A12D-07
unc.edu.43326f71-c61c-410b-af4b-c71a054e27c9.1130961.rsem.isoforms.normalized_results	TCGA-E2-A158-01A-11R-A12D-07
unc.edu.43326f71-c61c-410b-af4b-c71a054e27c9.1130962.rsem.genes.normalized_results	TCGA-E2-A158-01A-11R-A12D-07
unc.edu.43326f71-c61c-410b-af4b-c71a054e27c9.1766446.bt.exon_quantification.txt	TCGA-E2-A158-01A-11R-A12D-07
unc.edu.433b49ba-949b-4914-985a-be19b3b32502.1129014.junction_quantification.txt	TCGA-A8-A09I-01A-22R-A034-07
unc.edu.433b49ba-949b-4914-985a-be19b3b32502.1135171.rsem.genes.results	TCGA-A8-A09I-01A-22R-A034-07
unc.edu.433b49ba-949b-4914-985a-be19b3b32502.1135172.rsem.isoforms.results	TCGA-A8-A09I-01A-22R-A034-07
unc.edu.433b49ba-949b-4914-985a-be19b3b32502.1136745.rsem.isoforms.normalized_results	TCGA-A8-A09I-01A-22R-A034-07
unc.edu.433b49ba-949b-4914-985a-be19b3b32502.1136748.rsem.genes.normalized_results	TCGA-A8-A09I-01A-22R-A034-07
unc.edu.433b49ba-949b-4914-985a-be19b3b32502.1766105.bt.exon_quantification.txt	TCGA-A8-A09I-01A-22R-A034-07
unc.edu.44225bb7-92c6-4a6d-b136-bc51666ba84a.1138000.junction_quantification.txt	TCGA-AO-A12B-01A-11R-A10J-07
unc.edu.44225bb7-92c6-4a6d-b136-bc51666ba84a.1141392.rsem.genes.results	TCGA-AO-A12B-01A-11R-A10J-07
unc.edu.44225bb7-92c6-4a6d-b136-bc51666ba84a.1141393.rsem.isoforms.results	TCGA-AO-A12B-01A-11R-A10J-07
unc.edu.44225bb7-92c6-4a6d-b136-bc51666ba84a.1141969.rsem.isoforms.normalized_results	TCGA-AO-A12B-01A-11R-A10J-07
unc.edu.44225bb7-92c6-4a6d-b136-bc51666ba84a.1141996.rsem.genes.normalized_results	TCGA-AO-A12B-01A-11R-A10J-07
unc.edu.44225bb7-92c6-4a6d-b136-bc51666ba84a.1767665.bt.exon_quantification.txt	TCGA-AO-A12B-01A-11R-A10J-07
unc.edu.44bd10a8-c4c0-466c-8cd8-31a5da70ba0b.1182975.junction_quantification.txt	TCGA-B6-A0WS-01A-11R-A115-07
unc.edu.44bd10a8-c4c0-466c-8cd8-31a5da70ba0b.1185001.rsem.genes.results	TCGA-B6-A0WS-01A-11R-A115-07
unc.edu.44bd10a8-c4c0-466c-8cd8-31a5da70ba0b.1185002.rsem.isoforms.results	TCGA-B6-A0WS-01A-11R-A115-07
unc.edu.44bd10a8-c4c0-466c-8cd8-31a5da70ba0b.1185041.rsem.genes.normalized_results	TCGA-B6-A0WS-01A-11R-A115-07
unc.edu.44bd10a8-c4c0-466c-8cd8-31a5da70ba0b.1185042.rsem.isoforms.normalized_results	TCGA-B6-A0WS-01A-11R-A115-07
unc.edu.44bd10a8-c4c0-466c-8cd8-31a5da70ba0b.1767647.bt.exon_quantification.txt	TCGA-B6-A0WS-01A-11R-A115-07
unc.edu.452bf9da-c065-4d95-8272-adce3684a9e9.1168108.junction_quantification.txt	TCGA-BH-A0BV-11A-31R-A089-07
unc.edu.452bf9da-c065-4d95-8272-adce3684a9e9.1173005.rsem.genes.results	TCGA-BH-A0BV-11A-31R-A089-07
unc.edu.452bf9da-c065-4d95-8272-adce3684a9e9.1173006.rsem.isoforms.results	TCGA-BH-A0BV-11A-31R-A089-07
unc.edu.452bf9da-c065-4d95-8272-adce3684a9e9.1173054.rsem.genes.normalized_results	TCGA-BH-A0BV-11A-31R-A089-07
unc.edu.452bf9da-c065-4d95-8272-adce3684a9e9.1173055.rsem.isoforms.normalized_results	TCGA-BH-A0BV-11A-31R-A089-07
unc.edu.452bf9da-c065-4d95-8272-adce3684a9e9.1764483.bt.exon_quantification.txt	TCGA-BH-A0BV-11A-31R-A089-07
unc.edu.4543cecd-6333-473b-b5ce-96d33ab47706.1314038.junction_quantification.txt	TCGA-BH-A0DZ-01A-11R-A00Z-07
unc.edu.4543cecd-6333-473b-b5ce-96d33ab47706.1314862.rsem.genes.results	TCGA-BH-A0DZ-01A-11R-A00Z-07
unc.edu.4543cecd-6333-473b-b5ce-96d33ab47706.1314863.rsem.isoforms.results	TCGA-BH-A0DZ-01A-11R-A00Z-07
unc.edu.4543cecd-6333-473b-b5ce-96d33ab47706.1314877.rsem.genes.normalized_results	TCGA-BH-A0DZ-01A-11R-A00Z-07
unc.edu.4543cecd-6333-473b-b5ce-96d33ab47706.1314880.rsem.isoforms.normalized_results	TCGA-BH-A0DZ-01A-11R-A00Z-07
unc.edu.4543cecd-6333-473b-b5ce-96d33ab47706.1771049.bt.exon_quantification.txt	TCGA-BH-A0DZ-01A-11R-A00Z-07
unc.edu.45f011a1-cc58-47f8-9545-66c313441650.1162379.junction_quantification.txt	TCGA-AR-A0U2-01A-11R-A109-07
unc.edu.45f011a1-cc58-47f8-9545-66c313441650.1164337.rsem.genes.results	TCGA-AR-A0U2-01A-11R-A109-07
unc.edu.45f011a1-cc58-47f8-9545-66c313441650.1164338.rsem.isoforms.results	TCGA-AR-A0U2-01A-11R-A109-07
unc.edu.45f011a1-cc58-47f8-9545-66c313441650.1164357.rsem.genes.normalized_results	TCGA-AR-A0U2-01A-11R-A109-07
unc.edu.45f011a1-cc58-47f8-9545-66c313441650.1164358.rsem.isoforms.normalized_results	TCGA-AR-A0U2-01A-11R-A109-07
unc.edu.45f011a1-cc58-47f8-9545-66c313441650.1764122.bt.exon_quantification.txt	TCGA-AR-A0U2-01A-11R-A109-07
unc.edu.46262a6c-8a11-4bb9-8851-8b6e44c95288.1126627.junction_quantification.txt	TCGA-E2-A150-01A-11R-A12D-07
unc.edu.46262a6c-8a11-4bb9-8851-8b6e44c95288.1129240.rsem.genes.results	TCGA-E2-A150-01A-11R-A12D-07
unc.edu.46262a6c-8a11-4bb9-8851-8b6e44c95288.1129241.rsem.isoforms.results	TCGA-E2-A150-01A-11R-A12D-07
unc.edu.46262a6c-8a11-4bb9-8851-8b6e44c95288.1130625.rsem.genes.normalized_results	TCGA-E2-A150-01A-11R-A12D-07
unc.edu.46262a6c-8a11-4bb9-8851-8b6e44c95288.1130630.rsem.isoforms.normalized_results	TCGA-E2-A150-01A-11R-A12D-07
unc.edu.46262a6c-8a11-4bb9-8851-8b6e44c95288.1766466.bt.exon_quantification.txt	TCGA-E2-A150-01A-11R-A12D-07
unc.edu.467314d6-f946-447f-920a-d33b60f66eb2.1183471.junction_quantification.txt	TCGA-AN-A0AL-01A-11R-A00Z-07
unc.edu.467314d6-f946-447f-920a-d33b60f66eb2.1185358.rsem.genes.results	TCGA-AN-A0AL-01A-11R-A00Z-07
unc.edu.467314d6-f946-447f-920a-d33b60f66eb2.1185359.rsem.isoforms.results	TCGA-AN-A0AL-01A-11R-A00Z-07
unc.edu.467314d6-f946-447f-920a-d33b60f66eb2.1185391.rsem.genes.normalized_results	TCGA-AN-A0AL-01A-11R-A00Z-07
unc.edu.467314d6-f946-447f-920a-d33b60f66eb2.1185392.rsem.isoforms.normalized_results	TCGA-AN-A0AL-01A-11R-A00Z-07
unc.edu.467314d6-f946-447f-920a-d33b60f66eb2.1770668.bt.exon_quantification.txt	TCGA-AN-A0AL-01A-11R-A00Z-07
unc.edu.46892fa4-f179-4991-99da-629d8cf936f6.1127506.junction_quantification.txt	TCGA-BH-A0DO-01B-11R-A12D-07
unc.edu.46892fa4-f179-4991-99da-629d8cf936f6.1129999.rsem.genes.results	TCGA-BH-A0DO-01B-11R-A12D-07
unc.edu.46892fa4-f179-4991-99da-629d8cf936f6.1130000.rsem.isoforms.results	TCGA-BH-A0DO-01B-11R-A12D-07
unc.edu.46892fa4-f179-4991-99da-629d8cf936f6.1130853.rsem.genes.normalized_results	TCGA-BH-A0DO-01B-11R-A12D-07
unc.edu.46892fa4-f179-4991-99da-629d8cf936f6.1130869.rsem.isoforms.normalized_results	TCGA-BH-A0DO-01B-11R-A12D-07
unc.edu.46892fa4-f179-4991-99da-629d8cf936f6.1766451.bt.exon_quantification.txt	TCGA-BH-A0DO-01B-11R-A12D-07
unc.edu.4808bc63-000a-4a49-a25b-4b817ca5ea54.1145980.junction_quantification.txt	TCGA-AO-A0J4-01A-11R-A034-07
unc.edu.4808bc63-000a-4a49-a25b-4b817ca5ea54.1149938.rsem.genes.results	TCGA-AO-A0J4-01A-11R-A034-07
unc.edu.4808bc63-000a-4a49-a25b-4b817ca5ea54.1149939.rsem.isoforms.results	TCGA-AO-A0J4-01A-11R-A034-07
unc.edu.4808bc63-000a-4a49-a25b-4b817ca5ea54.1150367.rsem.isoforms.normalized_results	TCGA-AO-A0J4-01A-11R-A034-07
unc.edu.4808bc63-000a-4a49-a25b-4b817ca5ea54.1150371.rsem.genes.normalized_results	TCGA-AO-A0J4-01A-11R-A034-07
unc.edu.4808bc63-000a-4a49-a25b-4b817ca5ea54.1768727.bt.exon_quantification.txt	TCGA-AO-A0J4-01A-11R-A034-07
unc.edu.48188b57-1f05-43dc-b8d4-a422c4f443a9.1138398.junction_quantification.txt	TCGA-E2-A108-01A-13R-A10J-07
unc.edu.48188b57-1f05-43dc-b8d4-a422c4f443a9.1142353.rsem.genes.results	TCGA-E2-A108-01A-13R-A10J-07
unc.edu.48188b57-1f05-43dc-b8d4-a422c4f443a9.1142354.rsem.isoforms.results	TCGA-E2-A108-01A-13R-A10J-07
unc.edu.48188b57-1f05-43dc-b8d4-a422c4f443a9.1142376.rsem.isoforms.normalized_results	TCGA-E2-A108-01A-13R-A10J-07
unc.edu.48188b57-1f05-43dc-b8d4-a422c4f443a9.1142383.rsem.genes.normalized_results	TCGA-E2-A108-01A-13R-A10J-07
unc.edu.48188b57-1f05-43dc-b8d4-a422c4f443a9.1768045.bt.exon_quantification.txt	TCGA-E2-A108-01A-13R-A10J-07
unc.edu.48d70a9a-b6ae-4ed6-80da-999a919f8da9.1131911.junction_quantification.txt	TCGA-E2-A14Q-01A-11R-A12D-07
unc.edu.48d70a9a-b6ae-4ed6-80da-999a919f8da9.1134118.rsem.genes.results	TCGA-E2-A14Q-01A-11R-A12D-07
unc.edu.48d70a9a-b6ae-4ed6-80da-999a919f8da9.1134119.rsem.isoforms.results	TCGA-E2-A14Q-01A-11R-A12D-07
unc.edu.48d70a9a-b6ae-4ed6-80da-999a919f8da9.1134152.rsem.genes.normalized_results	TCGA-E2-A14Q-01A-11R-A12D-07
unc.edu.48d70a9a-b6ae-4ed6-80da-999a919f8da9.1134155.rsem.isoforms.normalized_results	TCGA-E2-A14Q-01A-11R-A12D-07
unc.edu.48d70a9a-b6ae-4ed6-80da-999a919f8da9.1766885.bt.exon_quantification.txt	TCGA-E2-A14Q-01A-11R-A12D-07
unc.edu.491c6c41-d1c5-4be7-bb7c-9df7275aa388.1151655.junction_quantification.txt	TCGA-A2-A0T2-01A-11R-A084-07
unc.edu.491c6c41-d1c5-4be7-bb7c-9df7275aa388.1153770.rsem.genes.results	TCGA-A2-A0T2-01A-11R-A084-07
unc.edu.491c6c41-d1c5-4be7-bb7c-9df7275aa388.1153771.rsem.isoforms.results	TCGA-A2-A0T2-01A-11R-A084-07
unc.edu.491c6c41-d1c5-4be7-bb7c-9df7275aa388.1153803.rsem.genes.normalized_results	TCGA-A2-A0T2-01A-11R-A084-07
unc.edu.491c6c41-d1c5-4be7-bb7c-9df7275aa388.1153811.rsem.isoforms.normalized_results	TCGA-A2-A0T2-01A-11R-A084-07
unc.edu.491c6c41-d1c5-4be7-bb7c-9df7275aa388.1770530.bt.exon_quantification.txt	TCGA-A2-A0T2-01A-11R-A084-07
unc.edu.49c4166c-701a-4f53-8968-99aec3347214.1128169.junction_quantification.txt	TCGA-AR-A1AY-01A-21R-A12P-07
